datetime,query,statistics.volume,statistics.pos_sentiment,statistics.neg_sentiment,group
2019-04-25,saudi arabia,31635,3750.691199999739,8548.835900000244,%Y-%m-%d
2019-04-25,qatar from russia,10,2.3957,2.0103999999999997,%Y-%m-%d
2019-04-25,blood money qatar,92,25.37079999999998,15.265799999999988,%Y-%m-%d
2019-04-25,qatar world cup,282,26.57410000000001,132.31879999999973,%Y-%m-%d
2019-04-25,qatar the world cup,250,26.255900000000004,116.21379999999981,%Y-%m-%d
2019-04-25,world cup 2022,277,22.6875,131.51579999999976,%Y-%m-%d
2019-04-25,egypt,13295,2747.207799999856,1011.3204000000136,%Y-%m-%d
2019-04-25,federal shutdown,88,19.62279999999999,9.0628,%Y-%m-%d
2019-04-25,al udeid,52,1.1901000000000002,34.5824,%Y-%m-%d
2019-04-25,qatar,8089,872.3995999999942,1326.5940000000014,%Y-%m-%d
2019-04-25,ontario,18574,3682.95739999963,3257.8165000000004,%Y-%m-%d
2019-04-25,boeing qatar,6,1.9689999999999999,0,%Y-%m-%d
2019-04-25,bad blood,960,119.75369999999987,403.5427999999993,%Y-%m-%d
2019-04-25,qatar terrorism,317,10.504100000000003,152.98620000000003,%Y-%m-%d
2019-04-25,obama,159321,30269.493200000863,33380.3273999989,%Y-%m-%d
